id,claim,label,golden_evi,claim_temporal_arguments,evidence_title,evidence_content,processed_claim_some_punctuation,processed_evidence_some_punctuation,claim_named_entities,evidences_named_entities,contradiction_prob,neutral_prob,entailment_prob,all_claim_entities,claim_chunks,all_evidence_entities,evidence_chunks,count_claim_entities,count_evidence_entities,count_claim_named_entities,count_evidence_named_entities,count_claim_nouns,count_evidence_nouns,similarity_score,coref_flag,claim_entities_string,evidence_entities_string,temporal_claim,temporal_evidence,claim_numbers,evidence_numbers,all_entities_similarity,all_chunks_similarity,named_entities_similarity,temporal_similarity,count_claim_numbers,count_evidence_numbers,openai_results,same_entity_label,same_entity_justification,general_facts_label,general_facts_justification,time_label,time_justification,topic,claim_temporal,evidence_temporal,relevant_evidence
27724,Jack Nicholson received an honor in 2004.,REFUTES,NOT ENOUGH INFO,['in 2004'],Jack_Nicholson,"In 1994 , he became one of the youngest actors to be awarded the American Film Institute 's Life Achievement Award .",Jack Nicholson received an honor in 2004.,"In 1994, he became one of the youngest actors to be awarded the American Film Institute s Life Achievement Award.","['Jack Nicholson', '2004']","['1994', 'one', 'the American Film Institute s Life Achievement Award']",0.4932891726493835,0.4996910691261291,0.0070196618326008,['Jack Nicholson'],"['Jack Nicholson', 'an honor']","['one', 'the American Film Institute s Life Achievement Award']","['he', 'the youngest actors', 'the American Film Institute s Life Achievement Award']",1,2,2,3,2,3,0.3371767997741699,True,['Jack Nicholson'],['he'],['2004'],['1994'],[],['one'],0.1055555555555555,0.2009219974279403,0.2290749102830886,0.4761136472225189,0,1,"{'claim_temporal': ['in 2004'], 'evidence_temporal': ['In 1994'], 'general_facts_justification': 'The evidence provides information about an award received by Jack Nicholson in 1994, but it does not provide any information about an honor he may have received in 2004. Therefore, it is not possible to determine whether the evidence supports, refutes, or has not enough information to address the claim.', 'general_facts_label': 'NOT ENOUGH INFO', 'relevant_evidence': ['he became one of the youngest actors to be awarded the American Film Institute s Life Achievement Award.'], 'same_entity_justification': 'The claim refers to Jack Nicholson, while the evidence refers to an award given by the American Film Institute. Although Jack Nicholson may have received this award, it is not explicitly stated in the evidence.', 'same_entity_label': False, 'time_justification': 'The evidence explicitly states that Jack Nicholson received an award in 1994, which contradicts the claim that he received an honor in 2004. Therefore, the evidence refutes the temporal aspect of the claim.', 'time_label': 'REFUTES', 'topic': 'awards and honors'}",['in 2004'],['In 1994'],"The evidence provides information about an award received by Jack Nicholson in 1994, but it does not provide any information about an honor he may have received in 2004. Therefore, it is not possible to determine whether the evidence supports, refutes, or has not enough information to address the claim.",NOT ENOUGH INFO,['he became one of the youngest actors to be awarded the American Film Institute s Life Achievement Award.'],"The claim refers to Jack Nicholson, while the evidence refers to an award given by the American Film Institute. Although Jack Nicholson may have received this award, it is not explicitly stated in the evidence.",False,"The evidence explicitly states that Jack Nicholson received an award in 1994, which contradicts the claim that he received an honor in 2004. Therefore, the evidence refutes the temporal aspect of the claim.",REFUTES,awards and honors
38256,The Renaissance took place in the period of time following the Medieval Period of Europe.,SUPPORTS,SUPPORTS,['in the period of time following the Medieval Period of Europe'],Renaissance,"The Renaissance LRB LSB rᵻˈneɪsəns RSB , LSB rɛnəˈsɑːns RSB RRB was a period in European history , from the 14th to the 17th century , regarded as the cultural bridge between the Middle Ages and modern history .",The Renaissance took place in the period of time following the Medieval Period of Europe.,"The Renaissance LRB LSB rᵻˈneɪsəns RSB, LSB rɛnəˈsɑːns RSB RRB was a period in European history, from the 14th to the 17th century, regarded as the cultural bridge between the Middle Ages and modern history.","['Renaissance', 'the Medieval Period of Europe']","['Renaissance', 'RSB', 'LSB rɛnəˈsɑːns RSB', 'European', 'the 14th to the 17th century', 'the Middle Ages']",0.0076036155223846,0.8923013806343079,0.1000951081514358,"['Renaissance', 'the Medieval Period of Europe']","['The Renaissance', 'place', 'the period', 'time', 'the Medieval Period', 'Europe']","['Renaissance', 'RSB', 'LSB rɛnəˈsɑːns RSB', 'European', 'the Middle Ages']","['The Renaissance LRB LSB', 'RSB', 'LSB', 'RSB RRB', 'a period', 'European history', 'the 14th', 'the 17th century', 'the cultural bridge', 'the Middle Ages', 'modern history']",2,5,2,6,6,11,0.5495083928108215,False,[],[],['the period of time following the medieval period of europe'],"['european history', 'a period', 'middle', 'the 14th', 'the 17th century']",[],[],0.4091950953006744,0.5849859118461609,0.4091950953006744,0.6653447151184082,0,0,"{'claim_temporal': ['following the Medieval Period of Europe'], 'evidence_temporal': ['from the 14th to the 17th century'], 'general_facts_justification': 'The evidence explicitly states that the Renaissance was a period in European history that served as a cultural bridge between the Middle Ages and modern history, which supports the claim that the Renaissance followed the Medieval Period of Europe.', 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['The Renaissance was a period in European history, from the 14th to the 17th century, regarded as the cultural bridge between the Middle Ages and modern history.'], 'same_entity_justification': 'Both the claim and evidence refer to the same historical period of Europe.', 'same_entity_label': True, 'time_justification': 'The evidence explicitly states that the Renaissance took place from the 14th to the 17th century, which supports the claim that the Renaissance followed the Medieval Period of Europe.', 'time_label': 'SUPPORTS', 'topic': 'European history'}",['following the Medieval Period of Europe'],['from the 14th to the 17th century'],"The evidence explicitly states that the Renaissance was a period in European history that served as a cultural bridge between the Middle Ages and modern history, which supports the claim that the Renaissance followed the Medieval Period of Europe.",SUPPORTS,"['The Renaissance was a period in European history, from the 14th to the 17th century, regarded as the cultural bridge between the Middle Ages and modern history.']",Both the claim and evidence refer to the same historical period of Europe.,True,"The evidence explicitly states that the Renaissance took place from the 14th to the 17th century, which supports the claim that the Renaissance followed the Medieval Period of Europe.",SUPPORTS,European history
14521,"On March 4, 2013, Kate Nash released Girl Talk.",SUPPORTS,SUPPORTS,"['On March 4 , 2013']",Kate_Nash,"After being dropped by her record label , Nash self released her third studio album , Girl Talk , on 4 March 2013 .","On March 4, 2013, Kate Nash released Girl Talk.","After being dropped by her record label, Nash self released her third studio album, Girl Talk, on 4 March 2013.","['March 4, 2013', 'Kate Nash', 'Girl Talk']","['third', 'Girl Talk', '4 March 2013']",0.0053953137248754,0.99078369140625,0.0038210460916161,"['Kate Nash', 'Girl Talk']","['March', 'Kate Nash', 'Girl Talk']","['third', 'Girl Talk']","['her record label', 'Nash self', 'her third studio album', 'Girl Talk', '4 March']",2,2,3,3,3,5,0.7566889524459839,True,"['Kate Nash', 'Girl Talk', 'March 4, 2013']","['her', 'Nash', 'her', 'her third studio album, Girl Talk', '4 March 2013']",['march 4 2013'],['4 march 2013'],[],[],0.3125,0.44,0.5464285612106323,1.0,0,0,"{'claim_temporal': ['On March 4, 2013'], 'evidence_temporal': ['on 4 March 2013'], 'general_facts_justification': ""The evidence confirms that Kate Nash did release her album 'Girl Talk.'"", 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['self released her third studio album, Girl Talk, on 4 March 2013.'], 'same_entity_justification': ""The claim and evidence both refer to Kate Nash and her album 'Girl Talk.'"", 'same_entity_label': True, 'time_justification': 'The evidence states the exact date of the album release, which matches the date in the claim.', 'time_label': 'SUPPORTS', 'topic': ""Kate Nash's album release""}","['On March 4, 2013']",['on 4 March 2013'],The evidence confirms that Kate Nash did release her album 'Girl Talk.',SUPPORTS,"['self released her third studio album, Girl Talk, on 4 March 2013.']",The claim and evidence both refer to Kate Nash and her album 'Girl Talk.',True,"The evidence states the exact date of the album release, which matches the date in the claim.",SUPPORTS,Kate Nash's album release
7611,Shia LaBeouf was born in January.,REFUTES,REFUTES,['in January'],Shia_LaBeouf,"Shia Saide LaBeouf LRB LSB ˈʃaɪ.ə ləˈbʌf RSB born June 11 , 1986 RRB is an American actor , performance artist , and filmmaker .",Shia LaBeouf was born in January.,"Shia Saide LaBeouf LRB LSB ˈʃaɪ.ə ləˈbʌf RSB born June 11, 1986 RRB is an American actor, performance artist, and filmmaker.","['Shia LaBeouf', 'January']","['Shia', 'LaBeouf', 'RSB', 'June 11, 1986', 'American']",0.880683183670044,0.1156878769397735,0.0036288911942392,['Shia LaBeouf'],['Shia LaBeouf'],"['Shia', 'LaBeouf', 'RSB', 'American']","['Shia Saide LaBeouf LRB LSB', 'ˈʃaɪ.ə', 'RRB', 'an American actor', 'performance artist', 'filmmaker']",1,4,2,5,1,6,0.5704174637794495,False,[],[],['january'],['june 11 1986'],[],[],0.5,0.5,0.3809523809523809,0.6071343421936035,0,0,"{'claim_temporal': ['in January'], 'evidence_temporal': ['June 11, 1986'], 'general_facts_justification': 'The evidence states that Shia LaBeouf was born in June, which contradicts the claim that he was born in January.', 'general_facts_label': 'REFUTES', 'relevant_evidence': ['Shia Saide LaBeouf born June 11, 1986 is an American actor, performance artist, and filmmaker.'], 'same_entity_justification': 'The evidence talks about Shia LaBeouf, who is the same person mentioned in the claim.', 'same_entity_label': True, 'time_justification': 'The evidence states that Shia LaBeouf was born in June, which contradicts the claim that he was born in January.', 'time_label': 'REFUTES', 'topic': ""Shia LaBeouf's birthdate""}",['in January'],"['June 11, 1986']","The evidence states that Shia LaBeouf was born in June, which contradicts the claim that he was born in January.",REFUTES,"['Shia Saide LaBeouf born June 11, 1986 is an American actor, performance artist, and filmmaker.']","The evidence talks about Shia LaBeouf, who is the same person mentioned in the claim.",True,"The evidence states that Shia LaBeouf was born in June, which contradicts the claim that he was born in January.",REFUTES,Shia LaBeouf's birthdate
62735,Screen and television actress Helen Hunt directed the American comedy-drama film Then She Found Me.,SUPPORTS,SUPPORTS,['Then'],Helen_Hunt,"Helen Elizabeth Hunt LRB born June 15 , 1963 RRB is an American actress , director , and screenwriter .",Screen and television actress Helen Hunt directed the American comedy-drama film Then She Found Me.,"Helen Elizabeth Hunt LRB born June 15, 1963 RRB is an American actress, director, and screenwriter.","['Helen Hunt', 'American']","['Helen Elizabeth Hunt', 'June 15, 1963', 'American']",0.0108396196737885,0.8874182105064392,0.101742148399353,"['Helen Hunt', 'American']","['Screen and television actress Helen Hunt', 'the American comedy-drama film', 'She', 'Me']","['Helen Elizabeth Hunt', 'American']","['Helen Elizabeth Hunt LRB', '1963 RRB', 'an American actress', 'director', 'screenwriter']",2,2,2,3,4,5,0.5726470351219177,True,['Screen and television actress Helen Hunt'],"['Helen Elizabeth Hunt LRB born June 15, 1963 RRB']",[],['june 15 1963'],[],[],0.5,0.3680424988269806,0.5,0.0,0,0,"{'claim_temporal': [], 'evidence_temporal': ['born June 15, 1963'], 'general_facts_justification': ""The evidence supports the claim by providing information about Helen Hunt's profession as a director, which is consistent with the claim that she directed the film Then She Found Me."", 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Helen Elizabeth Hunt is an American actress, director, and screenwriter.'], 'same_entity_justification': 'The claim and evidence both refer to Helen Hunt, an American actress, director, and screenwriter.', 'same_entity_label': True, 'time_justification': 'The evidence does not provide any information related to the time, date or duration of Then She Found Me, and therefore it is not possible to make a temporal judgment.', 'time_label': 'NOT ENOUGH INFO', 'topic': ""Helen Hunt's profession as a director""}",[],"['born June 15, 1963']","The evidence supports the claim by providing information about Helen Hunt's profession as a director, which is consistent with the claim that she directed the film Then She Found Me.",SUPPORTS,"['Helen Elizabeth Hunt is an American actress, director, and screenwriter.']","The claim and evidence both refer to Helen Hunt, an American actress, director, and screenwriter.",True,"The evidence does not provide any information related to the time, date or duration of Then She Found Me, and therefore it is not possible to make a temporal judgment.",NOT ENOUGH INFO,Helen Hunt's profession as a director
27039,José María Chacón surrendered the island of Trinidad in 1797.,SUPPORTS,NOT ENOUGH INFO,['in 1797'],José_María_Chacón,Don José María Chacón LRB 1 January 1749 1 January 1833 RRB was the last Spanish Governor of Trinidad .,Jos Mara Chacn surrendered the island of Trinidad in 1797.,Don Jos Mara Chacn LRB 1 January 1749 1 January 1833 RRB was the last Spanish Governor of Trinidad.,"['Jos Mara Chacn', 'Trinidad', '1797']","['Don Jos Mara Chacn', '1 January 1749 1 January 1833', 'Spanish', 'Trinidad']",0.0607527568936347,0.8986514210700989,0.0405959375202655,"['Jos Mara Chacn', 'Trinidad']","['Jos Mara Chacn', 'the island', 'Trinidad']","['Don Jos Mara Chacn', 'Spanish', 'Trinidad']","['Don Jos Mara Chacn LRB', '1 January', 'RRB', 'the last Spanish Governor', 'Trinidad']",2,3,3,4,3,5,0.5911155343055725,True,['the island of Trinidad'],['Trinidad'],['1797'],['1 january 1749 1 january 1833'],[],[],0.5,0.5538071393966675,0.5212966203689575,0.6064832210540771,0,0,"{'claim_temporal': ['in 1797'], 'evidence_temporal': ['1 January 1749', '1 January 1833'], 'general_facts_justification': 'The evidence supports the claim by stating that Don Jos Mara Chacn was the last Spanish Governor of Trinidad, which implies that he was in a position to surrender the island.', 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Don Jos Mara Chacn was the last Spanish Governor of Trinidad.'], 'same_entity_justification': 'The claim mentions Jos Mara Chacn surrendering the island of Trinidad, and the evidence states that Don Jos Mara Chacn was the last Spanish Governor of Trinidad. Although there is a difference in the name, it is reasonable to assume that they refer to the same person.', 'same_entity_label': True, 'time_justification': 'The claim explicitly states that the surrender happened in 1797, and the evidence states that Don Jos Mara Chacn was the last Spanish Governor of Trinidad. Although the evidence does not explicitly mention the year 1797, it supports the claim by providing information about the person who was in a position to surrender the island at that time.', 'time_label': 'SUPPORTS', 'topic': 'Jos Mara Chacn and the surrender of Trinidad'}",['in 1797'],"['1 January 1749', '1 January 1833']","The evidence supports the claim by stating that Don Jos Mara Chacn was the last Spanish Governor of Trinidad, which implies that he was in a position to surrender the island.",SUPPORTS,['Don Jos Mara Chacn was the last Spanish Governor of Trinidad.'],"The claim mentions Jos Mara Chacn surrendering the island of Trinidad, and the evidence states that Don Jos Mara Chacn was the last Spanish Governor of Trinidad. Although there is a difference in the name, it is reasonable to assume that they refer to the same person.",True,"The claim explicitly states that the surrender happened in 1797, and the evidence states that Don Jos Mara Chacn was the last Spanish Governor of Trinidad. Although the evidence does not explicitly mention the year 1797, it supports the claim by providing information about the person who was in a position to surrender the island at that time.",SUPPORTS,Jos Mara Chacn and the surrender of Trinidad
8705,Game of Thrones will conclude in June of 2018.,NOT ENOUGH INFO,NOT ENOUGH INFO,['in June of 2018'],Game_of_Thrones,"The series was renewed for a seventh season , which is scheduled to premiere on July 16 , 2017 , and will conclude with its eighth season in 2018 .",Game of Thrones will conclude in June of 2018.,"The series was renewed for a seventh season, which is scheduled to premiere on July 16, 2017, and will conclude with its eighth season in 2018.","['Thrones', 'June of 2018']","['a seventh season', 'July 16, 2017', 'eighth season in', '2018']",0.0189079344272613,0.9656698703765868,0.0154222166165709,['Thrones'],"['Game', 'Thrones', 'June']",[],"['The series', 'which', 'July', 'its eighth season']",1,0,2,4,3,4,0.4493203163146972,True,"['Game of Thrones', '2018']","['The series', 'its', '2018']",['june of 2018'],"['2018', 'july 16 2017']",[],[],0.0,0.1964285714285714,0.3996206223964691,0.6376996636390686,0,0,"{'claim_temporal': ['June of 2018'], 'evidence_temporal': ['seventh season', 'July 16, 2017', 'eighth season', '2018'], 'general_facts_justification': 'The evidence states that the eighth season will conclude in 2018, which contradicts the claim that the series will conclude in June of 2018.', 'general_facts_label': 'REFUTES', 'relevant_evidence': ['which is scheduled to premiere on July 16, 2017, and will conclude with its eighth season in 2018.'], 'same_entity_justification': ""Both the claim and evidence are referring to the television series 'Game of Thrones'."", 'same_entity_label': True, 'time_justification': ""The claim explicitly states that the series will conclude in June of 2018, but the evidence states that the eighth season will conclude in 2018. This contradicts the claim's temporal information."", 'time_label': 'REFUTES', 'topic': 'Game of Thrones'}",['June of 2018'],"['seventh season', 'July 16, 2017', 'eighth season', '2018']","The evidence states that the eighth season will conclude in 2018, which contradicts the claim that the series will conclude in June of 2018.",REFUTES,"['which is scheduled to premiere on July 16, 2017, and will conclude with its eighth season in 2018.']",Both the claim and evidence are referring to the television series 'Game of Thrones'.,True,"The claim explicitly states that the series will conclude in June of 2018, but the evidence states that the eighth season will conclude in 2018. This contradicts the claim's temporal information.",REFUTES,Game of Thrones
53865,"Molly Bernard was born on April 10th, 1989.",SUPPORTS,SUPPORTS,"['on April 10th , 1989']",Molly_Bernard,"Molly Kate Bernard LRB born April 10 , 1989 RRB is an American actress .","Molly Bernard was born on April 10th, 1989.","Molly Kate Bernard LRB born April 10, 1989 RRB is an American actress.","['Molly Bernard', 'April 10th, 1989']","['Kate Bernard', 'April 10, 1989', 'American']",0.008498003706336,0.9749329686164856,0.016569023951888,['Molly Bernard'],"['Molly Bernard', 'April 10th']","['Kate Bernard', 'American']","['Molly Kate Bernard LRB', '1989 RRB', 'an American actress']",1,2,2,3,2,3,0.7164703607559204,True,"['April 10th, 1989']","['April 10, 1989']",['april 10th 1989'],['april 10 1989'],[],[],0.25,0.3625816702842712,0.4773901402950287,0.7956502437591553,0,0,"{'claim_temporal': ['April 10th, 1989'], 'evidence_temporal': ['April 10, 1989'], 'general_facts_justification': 'The evidence provides information that explicitly supports the main claim that Molly Bernard was born on April 10th, 1989.', 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Molly Kate Bernard (born April 10, 1989) is an American actress.'], 'same_entity_justification': 'The evidence explicitly mentions the name and birthdate of Molly Bernard, which matches the main subject of the claim.', 'same_entity_label': True, 'time_justification': 'The evidence explicitly mentions the birthdate of Molly Bernard as April 10, 1989, which exactly matches the date stated in the claim.', 'time_label': 'SUPPORTS', 'topic': ""Molly Bernard's birthdate""}","['April 10th, 1989']","['April 10, 1989']","The evidence provides information that explicitly supports the main claim that Molly Bernard was born on April 10th, 1989.",SUPPORTS,"['Molly Kate Bernard (born April 10, 1989) is an American actress.']","The evidence explicitly mentions the name and birthdate of Molly Bernard, which matches the main subject of the claim.",True,"The evidence explicitly mentions the birthdate of Molly Bernard as April 10, 1989, which exactly matches the date stated in the claim.",SUPPORTS,Molly Bernard's birthdate
25922,The production for My Own Private Idaho was called off before the start of filming.,REFUTES,REFUTES,['before the start of filming'],My_Own_Private_Idaho,"My Own Private Idaho had its premiere at the 48th Venice International Film Festival , and received largely positive reviews from critics including Roger Ebert and those of The New York Times and Entertainment Weekly .",The production for My Own Private Idaho was called off before the start of filming.,"My Own Private Idaho had its premiere at the 48th Venice International Film Festival, and received largely positive reviews from critics including Roger Ebert and those of The New York Times and Entertainment Weekly.",['Idaho'],"['My Own Private', '48th', 'Venice International Film Festival', 'Roger Ebert', 'The New York Times and Entertainment Weekly']",0.9983224272727966,0.0013715651584789,0.0003060240123886,['Idaho'],"['The production', 'My Own Private Idaho', 'the start', 'filming']","['My Own Private', '48th', 'Venice International Film Festival', 'Roger Ebert', 'The New York Times and Entertainment Weekly']","['My Own Private Idaho', 'its premiere', 'the 48th Venice International Film Festival', 'largely positive reviews', 'critics', 'Roger Ebert', 'those', 'The New York Times and Entertainment Weekly']",1,5,1,5,4,8,0.6157374382019043,True,['My Own Private Idaho'],"['My Own Private Idaho', 'its']",[],[],[],[],0.1153846153846153,0.4953177869319916,0.1153846153846153,0.5,0,0,"{'claim_temporal': [], 'evidence_temporal': ['48th Venice International Film Festival'], 'general_facts_justification': 'The evidence mentions that the movie had its premiere and received positive reviews, which contradicts the claim that the production was called off before filming started.', 'general_facts_label': 'REFUTES', 'relevant_evidence': [], 'same_entity_justification': 'The evidence talks about the premiere of the movie, but it does not provide any information about the production being called off.', 'same_entity_label': False, 'time_justification': 'The evidence does not provide any information about the time or duration of the production or filming.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'My Own Private Idaho movie'}",[],['48th Venice International Film Festival'],"The evidence mentions that the movie had its premiere and received positive reviews, which contradicts the claim that the production was called off before filming started.",REFUTES,[],"The evidence talks about the premiere of the movie, but it does not provide any information about the production being called off.",False,The evidence does not provide any information about the time or duration of the production or filming.,NOT ENOUGH INFO,My Own Private Idaho movie
3437,Gendry first appeared in 1996's A Game of Thrones.,SUPPORTS,NOT ENOUGH INFO,['first'],Gendry,"Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin , and its television adaptation Game of Thrones .",Gendry first appeared in 1996 s A Game of Thrones.,"Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones.","['Gendry', 'first', '1996', 'Thrones']","['Gendry', 'the A Song of Ice and Fire', 'American', 'George R. R. Martin', 'Thrones']",0.0211958643049001,0.8870013952255249,0.0918027833104133,"['Gendry', 'first', 'Thrones']","['Gendry', 'Thrones']","['Gendry', 'the A Song of Ice and Fire', 'American', 'George R. R. Martin', 'Thrones']","['Gendry', 'a fictional character', 'the A Song', 'Ice and Fire series', 'fantasy novels', 'American author George R. R. Martin', 'its television adaptation', 'Game', 'Thrones']",3,5,4,5,2,9,0.7074830532073975,True,['Gendry'],"['Gendry', 'the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin', 'its']",['1996'],[],[],[],0.4399832189083099,0.5,0.381640613079071,0.0,0,0,"{'claim_temporal': ['in 1996'], 'evidence_temporal': [], 'general_facts_justification': ""The evidence supports the claim that Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones. The evidence provides additional information about Gendry's fictional nature and his appearance in the series."", 'general_facts_label': 'SUPPORTS', 'relevant_evidence': ['Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones.'], 'same_entity_justification': ""The evidence explicitly mentions that Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones. The claim mentions that Gendry first appeared in 1996's A Game of Thrones. Both the claim and evidence refer to the same fictional character, Gendry."", 'same_entity_label': True, 'time_justification': ""The evidence supports the claim that Gendry first appeared in 1996's A Game of Thrones. The evidence does not provide any temporal information that contradicts this claim."", 'time_label': 'SUPPORTS', 'topic': 'A Game of Thrones'}",['in 1996'],[],"The evidence supports the claim that Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones. The evidence provides additional information about Gendry's fictional nature and his appearance in the series.",SUPPORTS,"['Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones.']","The evidence explicitly mentions that Gendry is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin, and its television adaptation Game of Thrones. The claim mentions that Gendry first appeared in 1996's A Game of Thrones. Both the claim and evidence refer to the same fictional character, Gendry.",True,The evidence supports the claim that Gendry first appeared in 1996's A Game of Thrones. The evidence does not provide any temporal information that contradicts this claim.,SUPPORTS,A Game of Thrones
28140,Maynard James Keenan started the rock supergroup A Perfect Circe in 1999.,SUPPORTS,NOT ENOUGH INFO,['in 1999'],Maynard_James_Keenan,"Shortly thereafter , he formed the band Tool with Adam Jones .",Maynard James Keenan started the rock supergroup A Perfect Circe in 1999.,"Shortly thereafter, he formed the band Tool with Adam Jones.","['Maynard James Keenan', 'A Perfect Circe', '1999']","['Tool', 'Adam Jones']",0.1124802902340889,0.8828862905502319,0.0046334126964211,"['Maynard James Keenan', 'A Perfect Circe']","['Maynard James Keenan', 'the rock supergroup', 'A Perfect Circe']","['Tool', 'Adam Jones']","['he', 'the band Tool', 'Adam Jones']",2,2,3,2,3,3,0.3911699056625366,True,['Maynard James Keenan'],['he'],['1999'],[],[],[],0.108531746031746,0.268468976020813,0.0930272108843537,0.0,0,0,"{'claim_temporal': ['in 1999'], 'evidence_temporal': ['shortly thereafter'], 'general_facts_justification': 'The evidence is about Maynard James Keenan forming Tool, which is not directly related to the claim about him starting A Perfect Circle. The evidence does not provide any information that can support or refute the claim.', 'general_facts_label': 'NOT ENOUGH INFO', 'relevant_evidence': ['Shortly thereafter, he formed the band Tool with Adam Jones.'], 'same_entity_justification': 'The claim is about Maynard James Keenan starting A Perfect Circle, while the evidence is about him forming Tool. While Maynard James Keenan is the subject of both the claim and evidence, the entities referred to are different bands.', 'same_entity_label': False, 'time_justification': ""The claim states that Maynard James Keenan started A Perfect Circle in 1999. The evidence does not provide a specific date, but it states that he formed Tool 'shortly thereafter', which suggests that it was after 1999. Therefore, the evidence supports the temporal aspect of the claim."", 'time_label': 'SUPPORTS', 'topic': 'Music'}",['in 1999'],['shortly thereafter'],"The evidence is about Maynard James Keenan forming Tool, which is not directly related to the claim about him starting A Perfect Circle. The evidence does not provide any information that can support or refute the claim.",NOT ENOUGH INFO,"['Shortly thereafter, he formed the band Tool with Adam Jones.']","The claim is about Maynard James Keenan starting A Perfect Circle, while the evidence is about him forming Tool. While Maynard James Keenan is the subject of both the claim and evidence, the entities referred to are different bands.",False,"The claim states that Maynard James Keenan started A Perfect Circle in 1999. The evidence does not provide a specific date, but it states that he formed Tool 'shortly thereafter', which suggests that it was after 1999. Therefore, the evidence supports the temporal aspect of the claim.",SUPPORTS,Music
1232,Mark Zuckerberg was named Person of the Year by Time magazine in May 2010.,SUPPORTS,NOT ENOUGH INFO,['in May 2010'],Mark_Zuckerberg,"In December 2016 , Zuckerberg was ranked 10th on Forbes list of The World 's Most Powerful People .",Mark Zuckerberg was named Person of the Year by Time magazine in May 2010.,"In December 2016, Zuckerberg was ranked 10th on Forbes list of The World s Most Powerful People.","['Mark Zuckerberg', 'Person', 'Time', 'May 2010']","['December 2016', 'Zuckerberg', '10th', 'Forbes', 'The World s Most Powerful People']",0.0111135672777891,0.985014259815216,0.0038721212185919,"['Mark Zuckerberg', 'Person', 'Time']","['Mark Zuckerberg', 'Person', 'the Year', 'Time magazine', 'May']","['Zuckerberg', '10th', 'Forbes', 'The World s Most Powerful People']","['December', 'Zuckerberg', 'Forbes list', 'The World s Most Powerful People']",3,4,4,5,5,4,0.536839485168457,True,['Mark Zuckerberg'],['Zuckerberg'],['may 2010'],['december 2016'],[],[],0.265625,0.2315387725830078,0.2975567579269409,0.4872598648071289,0,0,"{'claim_temporal': ['in May 2010'], 'evidence_temporal': ['In December 2016'], 'general_facts_justification': ""The evidence does not provide any information related to the claim. The evidence talks about Zuckerberg being ranked 10th on Forbes list of The World's Most Powerful People in December 2016, which is not related to the claim that he was named Person of the Year by Time magazine in May 2010."", 'general_facts_label': 'NOT ENOUGH INFORMATION', 'relevant_evidence': [], 'same_entity_justification': ""The claim refers to Mark Zuckerberg being named Person of the Year by Time magazine in May 2010, whereas the evidence mentions Zuckerberg being ranked 10th on Forbes list of The World's Most Powerful People in December 2016. Although both are about Zuckerberg, they refer to different events."", 'same_entity_label': False, 'time_justification': ""The claim states that Zuckerberg was named Person of the Year by Time magazine in May 2010, whereas the evidence mentions that he was ranked 10th on Forbes list of The World's Most Powerful People in December 2016. These are two different events that occurred at different times, so the evidence refutes the claim."", 'time_label': 'REFUTES', 'topic': 'Person of the Year'}",['in May 2010'],['In December 2016'],"The evidence does not provide any information related to the claim. The evidence talks about Zuckerberg being ranked 10th on Forbes list of The World's Most Powerful People in December 2016, which is not related to the claim that he was named Person of the Year by Time magazine in May 2010.",NOT ENOUGH INFORMATION,[],"The claim refers to Mark Zuckerberg being named Person of the Year by Time magazine in May 2010, whereas the evidence mentions Zuckerberg being ranked 10th on Forbes list of The World's Most Powerful People in December 2016. Although both are about Zuckerberg, they refer to different events.",False,"The claim states that Zuckerberg was named Person of the Year by Time magazine in May 2010, whereas the evidence mentions that he was ranked 10th on Forbes list of The World's Most Powerful People in December 2016. These are two different events that occurred at different times, so the evidence refutes the claim.",REFUTES,Person of the Year
