id,claim,label,golden_evi,claim_temporal_arguments,evidence_title,evidence_content,processed_claim_some_punctuation,processed_evidence_some_punctuation,claim_named_entities,evidences_named_entities,contradiction_prob,neutral_prob,entailment_prob,all_claim_entities,claim_chunks,all_evidence_entities,evidence_chunks,count_claim_entities,count_evidence_entities,count_claim_named_entities,count_evidence_named_entities,count_claim_nouns,count_evidence_nouns,similarity_score,coref_flag,claim_entities_string,evidence_entities_string,temporal_claim,temporal_evidence,claim_numbers,evidence_numbers,all_entities_similarity,all_chunks_similarity,named_entities_similarity,temporal_similarity,count_claim_numbers,count_evidence_numbers,openai_results,same_entity_label,same_entity_justification,general_facts_label,general_facts_justification,time_label,time_justification,topic
34531,The Pentagon was unscathed during 911.,REFUTES,REFUTES,['during 911'],September_11_attacks,"A third plane , American Airlines Flight 77 , was crashed into the Pentagon LRB the headquarters of the United States Department of Defense RRB in Arlington County , Virginia , leading to a partial collapse of the building 's western side .",The Pentagon was unscathed during 911.,"A third plane, American Airlines Flight 77, was crashed into the Pentagon LRB the headquarters of the United States Department of Defense RRB in Arlington County, Virginia, leading to a partial collapse of the building s western side.","['Pentagon', '911']","['third', 'American Airlines', 'Flight 77', 'Pentagon', 'the United States', 'Arlington County', 'Virginia']",0.992500126,0.006959435,0.000540501,"['Pentagon', '911']",['The Pentagon'],"['third', 'American Airlines', 'Flight 77', 'Pentagon', 'the United States', 'Arlington County', 'Virginia']","['A third plane', 'American Airlines Flight', 'the Pentagon', 'the headquarters', 'Defense', 'Arlington County', 'Virginia', 'a partial collapse', 'the building s western side']",2,7,2,7,1,9,0.542064905,TRUE,['The Pentagon'],"['the Pentagon LRB the headquarters of the United States Department of Defense RRB in Arlington County, Virginia', 'the building s']",[],[],['911'],['77'],0.268591583,0.416666667,0.268591583,0.5,1,1,"{'general_facts_justification': 'The evidence directly contradicts the claim by stating that a plane crashed into the Pentagon.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The claim and evidence both refer to the Pentagon.', 'same_entity_label': True, 'time_justification': 'The evidence refers to the same event as the claim, which was the 9/11 attacks.', 'time_label': 'SUPPORTS', 'topic': 'The 9/11 attacks'}",The evidence directly contradicts the claim by stating that a plane crashed into the Pentagon.,REFUTES,The claim and evidence both refer to the Pentagon.,TRUE,"The evidence refers to the same event as the claim, which was the 9/11 attacks.",SUPPORTS,The 9/11 attacks
8372,Snoop Dogg was formerly called Clarence.,NOT ENOUGH INFO,NOT ENOUGH INFO,['formerly'],Snoop_Dogg,"In 2012 , after a trip to Jamaica , Snoop announced a conversion to the Rastafari movement and a new alias , Snoop Lion .",Snoop Dogg was formerly called Clarence.,"In 2012, after a trip to Jamaica, Snoop announced a conversion to the Rastafari movement and a new alias, Snoop Lion.","['Snoop Dogg', 'Clarence']","['2012', 'Jamaica', 'Snoop', 'Rastafari', 'Snoop Lion']",0.356426418,0.639355659,0.004217955,"['Snoop Dogg', 'Clarence']","['Snoop Dogg', 'Clarence']","['Jamaica', 'Snoop', 'Rastafari', 'Snoop Lion']","['a trip', 'Jamaica', 'Snoop', 'a conversion', 'the Rastafari movement', 'a new alias', 'Snoop Lion']",2,4,2,5,2,7,0.575562835,TRUE,['Snoop Dogg'],['Snoop'],[],['2012'],[],[],0.241666667,0.241666667,0.241666667,0,0,0,"{'general_facts_justification': 'The evidence does not address the claim of whether Snoop Dogg was formerly called Clarence.', 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The evidence refers to Snoop Dogg, who is the same person as Clarence mentioned in the claim.', 'same_entity_label': True, 'time_justification': 'The evidence mentions a conversion to the Rastafari movement and a new alias in 2012, but does not address the time period when Snoop Dogg was called Clarence.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Identity change'}",The evidence does not address the claim of whether Snoop Dogg was formerly called Clarence.,NOT ENOUGH INFO,"The evidence refers to Snoop Dogg, who is the same person as Clarence mentioned in the claim.",TRUE,"The evidence mentions a conversion to the Rastafari movement and a new alias in 2012, but does not address the time period when Snoop Dogg was called Clarence.",NOT ENOUGH INFO,Identity change
16027,Natalie Portman lost the only Academy Award for Best Actress she was ever nominated for.,REFUTES,REFUTES,['ever'],Natalie_Portman,"Her performance received widespread critical acclaim and she earned her first Academy Award for Best Actress , her second Golden Globe Award , the SAG Award , the BAFTA Award and the BFCA Award in 2011 .",Natalie Portman lost the only Academy Award for Best Actress she was ever nominated for.,"Her performance received widespread critical acclaim and she earned her first Academy Award for Best Actress, her second Golden Globe Award, the SAG Award, the BAFTA Award and the BFCA Award in 2011.","['Natalie Portman', 'Academy Award for Best Actress']","['first', 'Academy Award for Best Actress', 'second', 'Golden Globe Award', 'the SAG Award', '2011']",0.998597085,0.001046217,0.000356616,"['Natalie Portman', 'Academy Award for Best Actress']","['Natalie Portman', 'the only Academy Award', 'Best Actress', 'she']","['first', 'Academy Award for Best Actress', 'second', 'Golden Globe Award', 'the SAG Award']","['Her performance', 'widespread critical acclaim', 'she', 'her first Academy Award', 'Best Actress', 'her second Golden Globe Award', 'the SAG Award', 'the BAFTA Award', 'the BFCA Award']",2,5,2,6,4,9,0.43561095,TRUE,"['Natalie Portman', 'she']","['Her', 'she', 'her', 'her']",[],['2011'],[],[],0.46938774,0.523653328,0.46938774,0,0,0,"{'general_facts_justification': 'The evidence refutes the claim that Natalie Portman lost the only Academy Award for Best Actress she was ever nominated for by stating that she won several awards in 2011, including the Academy Award for Best Actress.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The claim and evidence both refer to Natalie Portman.', 'same_entity_label': True, 'time_justification': 'The evidence does not provide any date or time information that can be compared to the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': ""Academy Awards and Natalie Portman's acting career""}","The evidence refutes the claim that Natalie Portman lost the only Academy Award for Best Actress she was ever nominated for by stating that she won several awards in 2011, including the Academy Award for Best Actress.",REFUTES,The claim and evidence both refer to Natalie Portman.,TRUE,The evidence does not provide any date or time information that can be compared to the claim.,NOT ENOUGH INFO,Academy Awards and Natalie Portman's acting career
14437,Al Gore became a father in 1993.,NOT ENOUGH INFO,NOT ENOUGH INFO,['in 1993'],Al_Gore,"Albert Arnold Gore Jr. LRB born March 31 , 1948 RRB is an American politician and environmentalist who served as the 45th Vice President of the United States from 1993 to 2001 under President Bill Clinton .",Al Gore became a father in 1993.,"Albert Arnold Gore Jr. LRB born March 31, 1948 RRB is an American politician and environmentalist who served as the 45th Vice President of the United States from 1993 to 2001 under President Bill Clinton.","['Al Gore', '1993']","['Albert Arnold Gore Jr.', 'March 31, 1948', 'American', '45th', 'the United States', '1993 to 2001', 'Bill Clinton']",0.033750094,0.948086977,0.018163001,['Al Gore'],"['Al Gore', 'a father']","['Albert Arnold Gore Jr.', 'American', '45th', 'the United States', 'Bill Clinton']","['Albert Arnold Gore Jr. LRB', 'RRB', 'an American politician', 'environmentalist', 'who', 'the 45th Vice President', 'the United States', 'President Bill Clinton']",1,5,2,7,2,8,0.558943868,TRUE,['1993'],['1993'],['1993'],"['2001', 'march 31 1948', '1993']",[],[],0.333333333,0.391594887,0.555555582,1,0,0,"{'general_facts_justification': 'The evidence supports the claim that Al Gore became a father in 1993 by stating that he served as the 45th Vice President of the United States from 1993 to 2001.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The evidence mentions Albert Arnold Gore Jr. who is the full name of Al Gore.', 'same_entity_label': True, 'time_justification': 'The evidence mentions that Al Gore served as the 45th Vice President of the United States from 1993 to 2001, which supports the claim that he became a father in 1993.', 'time_label': 'SUPPORTS', 'topic': ""Al Gore's personal life""}",The evidence supports the claim that Al Gore became a father in 1993 by stating that he served as the 45th Vice President of the United States from 1993 to 2001.,SUPPORTS,The evidence mentions Albert Arnold Gore Jr. who is the full name of Al Gore.,TRUE,"The evidence mentions that Al Gore served as the 45th Vice President of the United States from 1993 to 2001, which supports the claim that he became a father in 1993.",SUPPORTS,Al Gore's personal life
58219,Theodore Roosevelt was born in 1919.,REFUTES,REFUTES,['in 1919'],Theodore_Roosevelt,"In foreign policy , he focused on Central America , where he began construction of the Panama Canal .",Theodore Roosevelt was born in 1919.,"In foreign policy, he focused on Central America, where he began construction of the Panama Canal.","['Theodore Roosevelt', '1919']","['Central America', 'the Panama Canal']",0.032784831,0.963523507,0.00369168,['Theodore Roosevelt'],['Theodore Roosevelt'],"['Central America', 'the Panama Canal']","['foreign policy', 'he', 'Central America', 'he', 'construction', 'the Panama Canal']",1,2,2,2,1,6,0.243230969,TRUE,['Theodore Roosevelt'],"['he', 'he']",['1919'],[],[],[],0.090277778,0.125,0.091334023,0,0,0,"{'general_facts_justification': 'The evidence contradicts the claim. Theodore Roosevelt was not born in 1919, but in 1858.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The claim refers to Theodore Roosevelt, whereas the evidence talks about his foreign policy and construction of the Panama Canal in Central America. There is no clear indication that they refer to the same entity.', 'same_entity_label': False, 'time_justification': 'The evidence does not provide any information about the date or time relevant to the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Birth year of Theodore Roosevelt'}","The evidence contradicts the claim. Theodore Roosevelt was not born in 1919, but in 1858.",REFUTES,"The claim refers to Theodore Roosevelt, whereas the evidence talks about his foreign policy and construction of the Panama Canal in Central America. There is no clear indication that they refer to the same entity.",FALSE,The evidence does not provide any information about the date or time relevant to the claim.,NOT ENOUGH INFO,Birth year of Theodore Roosevelt
50432,Bill Gates had a career at Microsoft after helping to found the company.,SUPPORTS,SUPPORTS,['after helping to found the company'],Bill_Gates,"In June 2006 , Gates announced that he would be transitioning from full time work at Microsoft to part time work and full time work at the Bill Melinda Gates Foundation .",Bill Gates had a career at Microsoft after helping to found the company.,"In June 2006, Gates announced that he would be transitioning from full time work at Microsoft to part time work and full time work at the Bill Melinda Gates Foundation.","['Bill Gates', 'Microsoft']","['June 2006', 'Gates', 'Microsoft', 'the Bill Melinda Gates Foundation']",0.008059096,0.988427341,0.003513605,"['Bill Gates', 'Microsoft']","['Bill Gates', 'a career', 'Microsoft', 'the company']","['Gates', 'Microsoft', 'the Bill Melinda Gates Foundation']","['June', 'Gates', 'he', 'full time work', 'Microsoft', 'time work', 'full time work', 'the Bill Melinda Gates Foundation']",2,3,2,4,4,8,0.620048404,TRUE,"['Microsoft', 'the company', 'Bill Gates']","['Microsoft', 'Gates', 'he']",[],['june 2006'],[],[],0.5,0.479960024,0.5,0,0,0,"{'general_facts_justification': 'The evidence supports the claim that Bill Gates had a career at Microsoft and later transitioned to work at the Bill Melinda Gates Foundation.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to Bill Gates', 'same_entity_label': True, 'time_justification': 'The evidence mentions a specific date in June 2006, which supports the claim that Bill Gates had a career at Microsoft and later transitioned to work at the Bill Melinda Gates Foundation.', 'time_label': 'SUPPORTS', 'topic': 'Career and Philanthropy'}",The evidence supports the claim that Bill Gates had a career at Microsoft and later transitioned to work at the Bill Melinda Gates Foundation.,SUPPORTS,The claim and evidence both refer to Bill Gates,TRUE,"The evidence mentions a specific date in June 2006, which supports the claim that Bill Gates had a career at Microsoft and later transitioned to work at the Bill Melinda Gates Foundation.",SUPPORTS,Career and Philanthropy
58993,Snoop Dog's Doggystyle sold many copies in the first week of its release.,SUPPORTS,NOT ENOUGH INFO,['in the first week of its release'],Doggystyle,Doggystyle is the debut studio album by American rapper Snoop Doggy Dogg .,Snoop Dog s Doggystyle sold many copies in the first week of its release.,Doggystyle is the debut studio album by American rapper Snoop Doggy Dogg.,"['Snoop Dog s Doggystyle', 'the first week']","['Doggystyle', 'American', 'Snoop Doggy Dogg']",0.009469164,0.960823417,0.029707476,['Snoop Dog s Doggystyle'],"['Snoop Dog s Doggystyle', 'many copies', 'its release']","['Doggystyle', 'American', 'Snoop Doggy Dogg']","['Doggystyle', 'the debut studio album', 'American rapper Snoop Doggy Dogg']",1,3,2,3,3,3,0.759722114,TRUE,"['Snoop Dog s Doggystyle', 'its', 'Snoop Dog s']","['Doggystyle', 'American rapper Snoop Doggy Dogg']",['the first week'],[],[],[],0.35625,0.329575777,0.241071429,0,0,0,"{'general_facts_justification': 'The evidence confirms that Doggystyle is an album by Snoop Dogg, which supports the claim that it sold many copies in the first week of its release.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""The claim and evidence both refer to Snoop Dogg's album Doggystyle."", 'same_entity_label': True, 'time_justification': ""The evidence does not provide any information about the specific date or time of the album's release or sales."", 'time_label': 'NOT ENOUGH INFO', 'topic': 'Music'}","The evidence confirms that Doggystyle is an album by Snoop Dogg, which supports the claim that it sold many copies in the first week of its release.",SUPPORTS,The claim and evidence both refer to Snoop Dogg's album Doggystyle.,TRUE,The evidence does not provide any information about the specific date or time of the album's release or sales.,NOT ENOUGH INFO,Music
19794,"In 1899, FC Barcelona was formed.",SUPPORTS,NOT ENOUGH INFO,['In 1899'],FC_Barcelona,"Barcelona was ranked first in the IFFHS Club World Ranking for 1997 , 2009 , 2011 , 2012 and 2015 and currently occupies the third position on the UEFA club rankings .","In 1899, FC Barcelona was formed.","Barcelona was ranked first in the IFFHS Club World Ranking for 1997, 2009, 2011, 2012 and 2015 and currently occupies the third position on the UEFA club rankings.","['1899', 'Barcelona']","['Barcelona', 'first', 'the IFFHS Club World Ranking', '1997, 2009,', '2011', '2012', '2015', 'third', 'UEFA']",0.003779786,0.99325937,0.002960822,['Barcelona'],['FC Barcelona'],"['Barcelona', 'first', 'the IFFHS Club World Ranking', 'third', 'UEFA']","['Barcelona', 'the IFFHS', 'Club World Ranking', 'the third position', 'the UEFA club']",1,5,2,9,1,5,0.445338607,TRUE,['FC Barcelona'],['Barcelona'],['1899'],"['2009', '2015', 'currently', '1997', '2012', '2011']",[],[],0.5,0.3125,0.44324851,0.386497051,0,0,"{'general_facts_justification': 'The evidence provides information about the success of FC Barcelona in various rankings, which supports the claim that the team exists and has a history.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""The claim and evidence both refer to FC Barcelona, as evidenced by the use of 'Barcelona' in the evidence and 'FC Barcelona' in the claim."", 'same_entity_label': True, 'time_justification': 'The evidence provided does not contain any information about the specific year 1899, which is the year FC Barcelona was formed. Therefore, there is not enough information to determine whether the evidence supports or refutes the temporal aspect of the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'FC Barcelona'}","The evidence provides information about the success of FC Barcelona in various rankings, which supports the claim that the team exists and has a history.",SUPPORTS,"The claim and evidence both refer to FC Barcelona, as evidenced by the use of 'Barcelona' in the evidence and 'FC Barcelona' in the claim.",TRUE,"The evidence provided does not contain any information about the specific year 1899, which is the year FC Barcelona was formed. Therefore, there is not enough information to determine whether the evidence supports or refutes the temporal aspect of the claim.",NOT ENOUGH INFO,FC Barcelona
10805,Independence Day: Resurgence grossed millions worldwide.,SUPPORTS,NOT ENOUGH INFO,['Independence Day'],Independence_Day_-LRB-1996_film-RRB-,"The film grossed over 817.4 million worldwide , becoming the highest grossing film of 1996 , and briefly , the second highest grossing film worldwide of all time behind 1993 's Jurassic Park .",Independence Day: Resurgence grossed millions worldwide.,"The film grossed over 817.4 million worldwide, becoming the highest grossing film of 1996, and briefly, the second highest grossing film worldwide of all time behind 1993 s Jurassic Park.","['Independence Day:', 'millions']","['over 817.4 million', '1996', 'second', '1993', 'Jurassic Park']",0.003166279,0.991424918,0.005408847,"['Independence Day:', 'millions']","['Independence Day', 'Resurgence', 'millions']","['over 817.4 million', 'second', 'Jurassic Park']","['The film', 'the highest grossing film', 'briefly, the second highest grossing film', 'all time']",2,3,2,5,3,4,0.415265262,TRUE,['Independence Day: Resurgence'],['The film'],['independence day'],"['1996', '1993']",[],"['817.4', 'million']",0.33230865,0.153477296,0.33230865,0.136917725,0,2,"{'general_facts_justification': ""The evidence mentions the gross earnings of the movie 'Jurassic Park' and states that 'Independence Day: Resurgence' was the highest grossing film of 1996, but it does not provide any information about the actual gross earnings of 'Independence Day: Resurgence'. Therefore, we cannot determine whether the evidence supports or refutes the claim."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': ""The claim refers to the movie 'Independence Day: Resurgence', while the evidence refers to a different movie, 'Jurassic Park'."", 'same_entity_label': False, 'time_justification': ""The evidence provides information about the release year of 'Jurassic Park' but does not mention the release year of 'Independence Day: Resurgence'. Therefore, we cannot determine whether the time information in the evidence matches the date or time stated in the claim."", 'time_label': 'NOT ENOUGH INFO', 'topic': 'Movie gross earnings'}","The evidence mentions the gross earnings of the movie 'Jurassic Park' and states that 'Independence Day: Resurgence' was the highest grossing film of 1996, but it does not provide any information about the actual gross earnings of 'Independence Day: Resurgence'. Therefore, we cannot determine whether the evidence supports or refutes the claim.",NOT ENOUGH INFO,"The claim refers to the movie 'Independence Day: Resurgence', while the evidence refers to a different movie, 'Jurassic Park'.",FALSE,"The evidence provides information about the release year of 'Jurassic Park' but does not mention the release year of 'Independence Day: Resurgence'. Therefore, we cannot determine whether the time information in the evidence matches the date or time stated in the claim.",NOT ENOUGH INFO,Movie gross earnings
66121,The Dogs D'Amour formed in 2017.,REFUTES,REFUTES,['in 2017'],The_Dogs_D'Amour,"In December 2012 the ` classic ' line up of Tyla , Jo ` Dog ' Almeida , Steve James and Bam agreed to reform to play a series of benefit concerts for their long time friend , and former bandmate , Paul Hornby .",The Dogs D Amour formed in 2017.,"In December 2012 the classic line up of Tyla, Jo Dog Almeida, Steve James and Bam agreed to reform to play a series of benefit concerts for their long time friend, and former bandmate, Paul Hornby.","['The Dogs D Amour', '2017']","['December 2012', 'Tyla', 'Jo Dog Almeida', 'Steve James', 'Bam', 'Paul Hornby']",0.833800793,0.164245367,0.001953864,['The Dogs D Amour'],['The Dogs D Amour'],"['Tyla', 'Jo Dog Almeida', 'Steve James', 'Bam', 'Paul Hornby']","['December', 'the classic line', 'Tyla', 'Jo Dog Almeida', 'Steve James', 'Bam', 'a series', 'benefit concerts', 'their long time friend', 'former bandmate']",1,5,2,6,1,10,0.212167382,FALSE,[],"['the classic line up of Tyla, Jo Dog Almeida, Steve James and Bam', 'their']",['2017'],"['time', 'december 2012', 'former']",[],[],0.202380952,0.254464286,0.276363373,0.572292984,0,0,"{'general_facts_justification': 'The evidence does not provide any information about whether the Dogs D Amour formed in 2017 or not. It only mentions the classic line up reforming in 2012 for a series of benefit concerts.', 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The evidence refers to the classic line up of the Dogs D Amour reforming in 2012, whereas the claim states that the band formed in 2017. There is no indication that these are referring to the same entity.', 'same_entity_label': False, 'time_justification': 'The evidence clearly states that the classic line up of the Dogs D Amour reformed in December 2012, which refutes the claim that the band formed in 2017.', 'time_label': 'REFUTES', 'topic': 'The Dogs D Amour'}",The evidence does not provide any information about whether the Dogs D Amour formed in 2017 or not. It only mentions the classic line up reforming in 2012 for a series of benefit concerts.,NOT ENOUGH INFO,"The evidence refers to the classic line up of the Dogs D Amour reforming in 2012, whereas the claim states that the band formed in 2017. There is no indication that these are referring to the same entity.",FALSE,"The evidence clearly states that the classic line up of the Dogs D Amour reformed in December 2012, which refutes the claim that the band formed in 2017.",REFUTES,The Dogs D Amour
15112,Paul Pogba began his football club career in 2011.,SUPPORTS,SUPPORTS,['in 2011'],Manchester_United_F.C.,"Manchester United Football Club is a professional football club based in Old Trafford , Greater Manchester , England , that competes in the Premier League , the top flight of English football .",Paul Pogba began his football club career in 2011.,"Manchester United Football Club is a professional football club based in Old Trafford, Greater Manchester, England, that competes in the Premier League, the top flight of English football.","['Paul Pogba', '2011']","['Manchester United Football Club', 'Old Trafford', 'Greater Manchester', 'England', 'English']",0.008322562,0.981497765,0.010179701,['Paul Pogba'],"['Paul Pogba', 'his football club career']","['Manchester United Football Club', 'Old Trafford', 'Greater Manchester', 'England', 'English']","['Manchester United Football Club', 'a professional football club', 'Old Trafford', 'Greater Manchester', 'England', 'that', 'the Premier League', 'the top flight', 'English football']",1,5,2,5,2,9,0.306602955,FALSE,"['Paul Pogba', 'his']",[],['2011'],[],[],[],0.15625,0.510166585,0.104166667,0,0,0,"{'general_facts_justification': ""The evidence does not provide any information about Paul Pogba's football club career beginnings in 2011. It only provides general information about Manchester United Football Club."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': ""The claim is about Paul Pogba's career, while the evidence is about Manchester United Football Club. There is no clear connection between the two."", 'same_entity_label': False, 'time_justification': 'The evidence does not directly mention 2011, but since Manchester United Football Club is a current professional football club, it supports the claim that Paul Pogba began his career in 2011.', 'time_label': 'SUPPORTS', 'topic': 'Football'}",The evidence does not provide any information about Paul Pogba's football club career beginnings in 2011. It only provides general information about Manchester United Football Club.,NOT ENOUGH INFO,"The claim is about Paul Pogba's career, while the evidence is about Manchester United Football Club. There is no clear connection between the two.",FALSE,"The evidence does not directly mention 2011, but since Manchester United Football Club is a current professional football club, it supports the claim that Paul Pogba began his career in 2011.",SUPPORTS,Football
53486,Katherine Heigl started acting in 2001.,REFUTES,NOT ENOUGH INFO,['in 2001'],Katherine_Heigl,"Heigl played Izzie Stevens on the ABC medical drama Grey 's Anatomy from 2005 to 2010 , a role for which she won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series in 2007 .",Katherine Heigl started acting in 2001.,"Heigl played Izzie Stevens on the ABC medical drama Grey s Anatomy from 2005 to 2010, a role for which she won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series in 2007.","['Katherine Heigl', '2001']","['Izzie Stevens', 'ABC', '2005', '2010', '2007']",0.003558933,0.994874418,0.001566626,['Katherine Heigl'],['Katherine Heigl'],"['Izzie Stevens', 'ABC']","['Heigl', 'Izzie Stevens', 'the ABC medical drama', 'Grey s Anatomy', 'a role', 'which', 'she', 'the Primetime Emmy Award', 'Outstanding Supporting Actress', 'a Drama Series']",1,2,2,5,1,10,0.508810282,TRUE,['Katherine Heigl'],"['Heigl', 'she']",['2001'],"['2010', '2007', '2005']",[],[],0.119047619,0.333333333,0.349539608,0.81052351,0,0,"{'general_facts_justification': ""The evidence provides information about Katherine Heigl's acting career, specifically her role on Grey's Anatomy and her Emmy win, which supports the claim that she started acting in 2001."", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to Katherine Heigl.', 'same_entity_label': True, 'time_justification': ""The evidence mentions that Heigl played a role on Grey's Anatomy from 2005 to 2010, which matches the claim that she started acting in 2001. Therefore, the time information in the evidence supports the claim."", 'time_label': 'SUPPORTS', 'topic': 'Katherine Heigl'}","The evidence provides information about Katherine Heigl's acting career, specifically her role on Grey's Anatomy and her Emmy win, which supports the claim that she started acting in 2001.",SUPPORTS,The claim and evidence both refer to Katherine Heigl.,TRUE,"The evidence mentions that Heigl played a role on Grey's Anatomy from 2005 to 2010, which matches the claim that she started acting in 2001. Therefore, the time information in the evidence supports the claim.",SUPPORTS,Katherine Heigl
45596,The Dogs D'Amour formed in 1983.,SUPPORTS,NOT ENOUGH INFO,['in 1983'],The_Dogs_D'Amour,"In January 2013 , the band recorded an EP in Florida and announced live dates for the UK and Spain .",The Dogs D Amour formed in 1983.,"In January 2013, the band recorded an EP in Florida and announced live dates for the UK and Spain.","['The Dogs D Amour', '1983']","['January 2013', 'EP', 'Florida', 'UK', 'Spain']",0.005622345,0.991719365,0.002658292,['The Dogs D Amour'],['The Dogs D Amour'],"['EP', 'Florida', 'UK', 'Spain']","['January', 'the band', 'an EP', 'Florida', 'live dates', 'the UK', 'Spain']",1,4,2,5,1,7,0.23066467,TRUE,['The Dogs D Amour'],['the band'],['1983'],['january 2013'],[],[],0.035714286,0.144047619,0.111265942,0.342043996,0,0,"{'general_facts_justification': 'The evidence supports the claim that the band exists and has been active since 1983.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""The claim and evidence both refer to the band 'The Dogs D Amour'."", 'same_entity_label': True, 'time_justification': 'The evidence mentions events in January 2013, but does not provide any information about the year 1983 mentioned in the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'The Dogs D Amour'}",The evidence supports the claim that the band exists and has been active since 1983.,SUPPORTS,The claim and evidence both refer to the band 'The Dogs D Amour'.,TRUE,"The evidence mentions events in January 2013, but does not provide any information about the year 1983 mentioned in the claim.",NOT ENOUGH INFO,The Dogs D Amour
25990,"Paul Feig has been nominated for three Emmy Awards for an American television comedy series that aired on NBC from March 24, 2005 to May 16, 2013.",SUPPORTS,SUPPORTS,"['from March 24 , 2005 to May 16 , 2013']",Paul_Feig,Feig has been nominated for two Emmy Awards for writing on Freaks and Geeks and three for directing on The Office .,"Paul Feig has been nominated for three Emmy Awards for an American television comedy series that aired on NBC from March 24, 2005 to May 16, 2013.",Feig has been nominated for two Emmy Awards for writing on Freaks and Geeks and three for directing on The Office.,"['Paul Feig', 'three', 'American', 'NBC', 'March 24, 2005', 'May 16, 2013']","['Feig', 'two', 'Emmy Awards', 'Freaks', 'Geeks', 'three', 'The Office']",0.03454978,0.957913876,0.007536319,"['Paul Feig', 'three', 'American', 'NBC']","['Paul Feig', 'three Emmy Awards', 'an American television comedy series', 'that', 'NBC', 'March', 'May']","['Feig', 'two', 'Emmy Awards', 'Freaks', 'Geeks', 'three', 'The Office']","['Feig', 'two Emmy Awards', 'writing', 'Freaks', 'Geeks', 'The Office']",4,7,6,7,7,6,0.726472139,TRUE,"['Paul Feig', 'an American television comedy series that aired on NBC from March 24, 2005 to May 16, 2013']","['Feig', 'Freaks and Geeks']","['may 16 2013', 'march 24 2005']",[],['three'],"['two', 'three']",0.341666639,0.275362641,0.255059123,0,1,2,"{'general_facts_justification': 'The evidence supports the claim that Paul Feig has been nominated for Emmy Awards for an American television comedy series, as he has been nominated for two Emmy Awards for writing on Freaks and Geeks and three for directing on The Office, both of which are American television comedy series. However, the evidence does not address whether the series aired on NBC from March 24, 2005 to May 16, 2013.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'Both the claim and evidence refer to Paul Feig, an individual person.', 'same_entity_label': True, 'time_justification': ""The evidence does not provide any information about the specific dates or times of Paul Feig's Emmy nominations, so it cannot be determined whether they match the dates or times stated in the claim."", 'time_label': 'NOT ENOUGH INFO', 'topic': 'Television comedy series'}","The evidence supports the claim that Paul Feig has been nominated for Emmy Awards for an American television comedy series, as he has been nominated for two Emmy Awards for writing on Freaks and Geeks and three for directing on The Office, both of which are American television comedy series. However, the evidence does not address whether the series aired on NBC from March 24, 2005 to May 16, 2013.",SUPPORTS,"Both the claim and evidence refer to Paul Feig, an individual person.",TRUE,"The evidence does not provide any information about the specific dates or times of Paul Feig's Emmy nominations, so it cannot be determined whether they match the dates or times stated in the claim.",NOT ENOUGH INFO,Television comedy series
